date,sentimentScore,niftyIndexChange,niftyIndex
2020-01-06,-0.16851030534351155,=C140-C141,11993.05
2020-01-03,-0.13498924731182801,=C141-C142,12226.65
2020-01-02,-0.11565949820788525,=C142-C143,12282.2
2020-01-01,-0.1697762214983714,=C143-C144,12182.5
2019-12-31,-0.17755000000000007,=C144-C145,12168.45
2019-12-30,-0.16759963099630978,=C145-C146,12255.85
2019-12-27,-0.1502913357400722,=C146-C147,12245.8
2019-12-26,-0.12615090252707584,=C147-C148,12126.55
2019-12-24,-0.10678439716312052,=C148-C149,12214.55
2019-12-23,-0.059124916943521566,=C149-C150,12262.75
2019-12-20,-0.17295248226950366,=C150-C151,12271.8
2019-12-19,-0.15157157534246574,=C151-C152,12259.7
2019-12-18,-0.20430573476702515,=C152-C153,12221.65
2019-12-17,-0.1844170967741935,=C153-C154,12165.0
2019-12-16,-0.19773148788927336,=C154-C155,12053.95
2019-12-13,-0.13570915254237284,=C155-C156,12086.7
2019-12-12,-0.17061660231660225,=C156-C157,11971.8
2019-12-11,-0.18683906810035852,=C157-C158,11910.15
2019-12-10,-0.21949857142857143,=C158-C159,11856.8
2019-12-09,-0.18173148788927335,=C159-C160,11937.5
2019-12-06,-0.14596520146520145,=C160-C161,11921.5
2019-12-05,-0.1752697674418605,=C161-C162,12018.4
2019-12-04,-0.14133816254416948,=C162-C163,12043.2
2019-12-03,-0.1843526666666666,=C163-C164,11994.2
2019-12-02,-0.2066579505300354,=C164-C165,12048.2
2019-11-29,-0.12946388888888893,=C165-C166,12056.05
2019-11-28,-0.1204319702602231,=C166-C167,12151.15
2019-11-27,-0.15131544117647056,=C167-C168,12100.7
2019-11-26,-0.1289060606060607,=C168-C169,12037.7
2019-11-25,-0.1726598566308245,=C169-C170,12073.75
2019-11-22,-0.15333428571428565,=C170-C171,11914.4
2019-11-21,-0.13200620437956206,=C171-C172,11968.4
2019-11-20,-0.15863609022556388,=C172-C173,11999.1
2019-11-19,-0.14082576271186434,=C173-C174,11940.1
2019-11-18,-0.15546518771331058,=C174-C175,11884.5
2019-11-15,-0.12434965517241381,=C175-C176,11895.45
2019-11-14,-0.16291450617283948,=C176-C177,11872.1
2019-11-13,-0.20175017182130575,=C177-C178,11840.45
2019-11-11,-0.01385111821086259,=C178-C179,11913.45
2019-11-08,-0.09305476190476189,=C179-C180,11908.15
2019-11-07,-0.15363867595818825,=C180-C181,12012.05
2019-11-06,-0.17951621621621636,=C181-C182,11966.05
2019-11-05,-0.18891953642384124,=C182-C183,11917.2
2019-11-04,-0.1536918819188192,=C183-C184,11941.3
2019-11-01,-0.12286086956521738,=C184-C185,11890.6
2019-10-31,-0.049352822580645175,=C185-C186,11877.45
2019-10-30,-0.05340102389078501,=C186-C187,11844.1
2019-10-29,0.06695130111524164,=C187-C188,11786.85
2019-10-27,-0.05715137254901956,=C188-C189,11627.15
2019-10-25,-0.09720155642023352,=C189-C190,11583.9
2019-10-24,-0.09271178451178448,=C190-C191,11582.6
2019-10-23,-0.12305100000000005,=C191-C192,11604.1
2019-10-22,-0.11137717391304348,=C192-C193,11588.35
2019-10-18,-0.10969183673469388,=C193-C194,11661.85
2019-10-17,-0.08046733333333328,=C194-C195,11586.35
2019-10-16,-0.15280324909747295,=C195-C196,11464.0
2019-10-15,-0.21184602076124584,=C196-C197,11428.3
2019-10-14,-0.08376425855513304,=C197-C198,11341.15
2019-10-11,-0.11563763837638379,=C198-C199,11305.05
2019-10-10,-0.11864161073825495,=C199-C200,11234.55
2019-10-09,-0.027573605947955406,=C200-C201,11313.3
2019-10-07,-0.15254201388888913,=C201-C202,11126.4
2019-10-04,-0.07926936619718304,=C202-C203,11174.75
2019-10-03,-0.028353819444444452,=C203-C204,11314.0
2019-10-01,-0.12114596491228069,=C204-C205,11359.9
2019-09-30,-0.05521700680272112,=C205-C206,11474.45
2019-09-27,-0.1514592857142857,=C206-C207,11512.4
2019-09-26,-0.12335111940298522,=C207-C208,11571.2
2019-09-25,-0.1030933579335793,=C208-C209,11440.2
2019-09-24,-0.11751554770318029,=C209-C210,11588.2
2019-09-23,-0.08988966789667897,=C210-C211,11600.2
2019-09-20,-0.12432359154929573,=C211-C212,11274.2
2019-09-19,-0.11014790874524712,=C212-C213,10704.8
2019-09-18,-0.16242536231884072,=C213-C214,10840.65
2019-09-17,-0.16495824915824914,=C214-C215,10817.6
2019-09-16,-0.12728007246376802,=C215-C216,11003.5
2019-09-13,-0.1181498269896194,=C216-C217,11075.9
2019-09-12,-0.11715759717314488,=C217-C218,10982.8
2019-09-11,-0.08017927272727274,=C218-C219,11035.7
2019-09-09,-0.11673571428571429,=C219-C220,11003.05
2019-09-06,-0.10616870503597114,=C220-C221,10946.2
2019-09-05,-0.1158131034482759,=C221-C222,10847.9
2019-09-04,-0.08314770318021195,=C222-C223,10844.65
2019-09-03,-0.09867743190661478,=C223-C224,10797.9
2019-08-30,-0.15738571428571418,=C224-C225,11023.25
2019-08-29,-0.13520000000000018,=C225-C226,10948.3
2019-08-28,-0.15116932270916328,=C226-C227,11046.1
2019-08-27,-0.13385428571428584,=C227-C228,11105.35
2019-08-26,-0.11249718309859155,=C228-C229,11057.85
2019-08-23,-0.09473003412969286,=C229-C230,10829.35
2019-08-22,-0.12864150943396221,=C230-C231,10741.35
2019-08-21,-0.10975622641509433,=C231-C232,10918.7
2019-08-20,-0.16963639455782314,=C232-C233,11017.0
2019-08-19,-0.1274197026022305,=C233-C234,11053.9
2019-08-16,-0.028552097902097836,=C234-C235,11047.8
2019-08-14,-0.060840217391304366,=C235-C236,11029.4
2019-08-13,-0.13738211920529814,=C236-C237,10925.85
2019-08-09,-0.1346618181818183,=C237-C238,11109.65
2019-08-08,-0.1367328124999999,=C238-C239,11032.45
2019-08-07,-0.05220446735395183,=C239-C240,10855.5
2019-08-06,-0.12799247311827977,=C240-C241,10948.25
2019-08-05,-0.1776720848056536,=C241-C242,10862.6
2019-08-02,-0.10698417508417506,=C242-C243,10997.35
2019-08-01,-0.11598327272727275,=C243-C244,10980.0
2019-07-31,-0.17134105263157903,=C244-C245,11118.0
2019-07-30,-0.14527923875432533,=C245-C246,11085.4
2019-07-29,-0.12199850187265904,=C246-C247,11189.2
2019-07-26,-0.1136291666666668,=C247-C248,11284.3
2019-07-25,-0.17699111111111107,=C248-C249,11252.15
2019-07-24,-0.1558524647887324,=C249-C250,11271.3
2019-07-23,-0.15334270072992698,=C250-C251,11331.05
2019-07-22,-0.13608120567375892,=C251-C252,11346.2
2019-07-19,-0.14951333333333325,=C252-C253,11419.25
2019-07-18,-0.14689632352941148,=C253-C254,11596.9
2019-07-17,-0.16856690391459084,=C254-C255,11687.5
